page,category_id,title,brand,new_price,list_price,rating,rating_count,shipping_fee,sponsored
1,c413893,Deantrei Corner Sectional Sofa With Cupholder Console With A Corner Table With USB Port And An Ottoman,By Hokku Designs,"$1,230.00",,5 out of 5 stars,20,Free Shipping,False
1,c413893,3 - Piece Upholstered Sectional,By Latitude Run®,$579.99,$609.99,4.1 out of 5 stars,775,Free Shipping,False
1,c413893,Cabbar 3 - Piece Corduroy Sectional,By Wade Logan®,"$1,039.99","$1,399.99",4.8 out of 5 stars,352,Free Shipping,False
1,c413893,Doneshia 3-Piece Upholstered Teddy Bear Soft Fabric Sectional with Chaise Includes all Pillows as Shown,By Hokku Designs,"$1,870.00","$2,100.00",4.6 out of 5 stars,110,Free Shipping,False
1,c413893,Narender 127.5'' Flared Arms Firm Sectional Sofa U Shape Sectional Sleeper Sofa with Pull Out Bed and Ottoman,By Hokku Designs,"$2,500.00","$3,199.99",5 out of 5 stars,4,Free Shipping,True
1,c413893,Itisha 3 - Piece Corduroy Sectional,By Ebern Designs,$650.00,$699.99,4.4 out of 5 stars,140,Free Shipping,True
1,c413893,Lasharon 2 - Piece Upholstered Sectional,By Latitude Run®,$519.99,,4.2 out of 5 stars,298,Free Shipping,True
7,c413893,Bodhild 115.7'' Boucle 4 - Piece Modular Sectional with Ottoman,By Wade Logan®,"$1,839.99","$3,435.99",4.7 out of 5 stars,159,Free Shipping,True
7,c413893,Buckmiller 124'' Square Arms Firm Sectional Sofa U Shape Sectional Sleeper Sofa with Pull Out Couch and Storage Chaise,By Latitude Run®,"$1,830.00","$3,859.99",4.5 out of 5 stars,2,Free Shipping,True
7,c413893,Ortensio 6 - Piece Upholstered Sectional,By Latitude Run®,"$1,430.00",,4.8 out of 5 stars,28,Free Shipping,False
7,c413893,Brinsley 5 - Piece Corduroy Modular Sectional,By Latitude Run®,"$1,499.99","$2,248.00",5 out of 5 stars,3,Free Shipping,False
7,c413893,Datura 4 - Piece Upholstered Sectional,By AllModern,"$1,369.99","$1,999.99",4.7 out of 5 stars,72,Free Shipping,True
7,c413893,Budapest 97.5'' Wide L Shape 100 %Linen Corner Sectional,By Lark Manor™,$489.99,,4 out of 5 stars,163,Free Shipping,True
7,c413893,Adebisi 3 - Piece Faux Leather Sectional,By Red Barrel Studio®,$659.99,,4 out of 5 stars,459,Free Shipping,True
7,c413893,2-Piece Upholstered L Shape Sectional,By Ebern Designs,$760.00,$880.00,,0,Free Shipping,True
7,c413893,Latitude Run® 3-Seat Sectionals With 2 Ottoman,By Latitude Run®,$740.00,"$1,040.00",4.1 out of 5 stars,15,Free Shipping,True
7,c413893,Latitude Run® 4-Seat Sectionals With 2 Ottoman,By Latitude Run®,$940.00,"$1,190.00",3.4 out of 5 stars,13,Free Shipping,True
7,c413893,Avaah 6 - Piece Corduroy Sectional,By Wade Logan®,$959.99,,4.5 out of 5 stars,389,Free Shipping,False
7,c413893,Maureece Corduroy Sofa U Shaped Modular Sleeper Sectional,By Hokku Designs,"$1,360.00","$1,480.00",3.6 out of 5 stars,8,Free Shipping,False
